ccc,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,수정일,자료상태,소장처,반납예정일,화폐구분,입수구분,가격,isbn,sortnum,tag1,tag2,tag3,g_tag,s_tag
1532,단행본,OKYA013084,청소년 비건의 세계,박소영 글 | 냄비 일러스트,곰곰,2021,517.548 박55ㅊ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15500,9791160809121,517,🟡 기술과학,🩺 의학,😷 건강•공중보건,,
1533,단행본,OKYA013083,담장을 넘은 소녀,김미승,다른,2022,813.6 김38ㄷ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13500,9791156335085,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1534,단행본,OKYA013082,"나는 윤리적 최소주의자, 지구에 삽니다",소일,우리학교,2022,539.98 소68ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,13500,9791167550774,539,🟡 기술과학,🧱 토목•건축공학,🏙️ 도시•환경공학,,
1535,단행본,OKYA013081,"나는 여성, 학자입니다",박민규,빈빈冊방,2022,990.94 박38ㄴ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791190105507,990,🟤 역사,📖 전기,📦 교양•기타,,
1536,단행본,OKYA013080,햇빛 기다리기,박선우,문학동네,2022,813.6 박54ㅎ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788954688901,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1537,단행본,OKYA013079,이 별에서의 이별,양수진,싱긋,2022,818 양56ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791192247489,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
1538,단행본,OKYA013078,오늘도 쓰담쓰담,임윤정 글 | 김성욱 그림,상상출판,2022,818 임66ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15500,9791167821034,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
1539,단행본,OKYA013077,사라지지 않는다,클라라 뒤퐁-모노 글 | 이정은 옮김,필름,2022,863 뒤895ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791192403137,863,⚫ 문학,🇫🇷 프랑스,📔 소설,,
1540,단행본,OKYA013076,클래식으로 전쟁을 멈춘다면,최민아,다른,2022,670.4 최38ㅋ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791156334897,670,🔴 예술,🎵 음악,📦 교양•기타,,
1541,단행본,OKYA013075,공산주의자가 온다,이신주,아작,2023,813.6 이58ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16800,9791166687556,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1542,단행본,OKYA013074,오늘의 인사,김민령,문학동네,2023,813.6 김38ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,12500,9788954699662,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1543,단행본,OKYA013073,"오, 보이!",마리 오드 뮈라이유 글 | 이선한 옮김,바람의아이들,2022,863 뮈292ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9791162101940,863,⚫ 문학,🇫🇷 프랑스,📔 소설,,
1544,단행본,OKYA013072,금서를 빌려드립니다,데이브 코니스 글 | 한원희 옮김,우리교육,2023,843 코198ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9791197876226,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1545,단행본,OKYA013071,키코게임즈,심민아,민음사,2022,813.6 심38ㅋ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788937473388,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1546,단행본,OKYA013070,우리는 모두 다른 세계에 산다,조제프 쇼바네크 글 | 이정은 옮김,현대지성,2022,513.896 쇼42ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16500,9791139707151,513,🟡 기술과학,🩺 의학,🫀 내과,,
1547,단행본,OKYA013069,아버지의 해방일지,정지아,창비,2022,813.6 정78ㅇ c.2,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788936438838,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1548,단행본,OKYA013068,아버지의 해방일지,정지아,창비,2022,813.6 정78ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788936438838,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1549,단행본,OKYA013067,발 없는 새,정찬,창비,2022,813.6 정82ㅂ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788936438784,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1550,단행본,OKYA013066,막 너머에 신이 있다면,김준녕,허블,2022,813.6 김76ㅁ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,16000,9791190090698,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1551,단행본,OKYA013065,스타피시,리사 핍스 글 | 강나은 옮김,아르테arte,2022,843 핍57ㅅ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,18500,9788950911416,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1552,단행본,OKYA013064,"감염인간, 낸즈",문상온,이지북,2022,813.6 문52ㄱ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,14000,9788957072561,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1553,단행본,OKYA013063,위라클,박위,토기장이,2022,818 박66ㅇ,2023-09-04,2023-09-04,대출가능,도서관,,￦,구입,15000,9788977824768,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
1554,단행본,OKYA013062,(세계 역사와 지도를 바꾼)흙의 전쟁,도현신,이다북스,2022,909 도94ㅎ,2022-11-11,2022-11-11,대출가능,도서관,,￦,구입,17000,9791191625639,909,🟤 역사,🌐 세계사,,,
1555,단행본,OKYA013061,숲이 사라질 때,공우석,이다북스,2021,539.9 공66ㅅ,2022-11-11,2022-11-11,대출가능,도서관,,￦,구입,13000,9791191625110,539,🟡 기술과학,🧱 토목•건축공학,🏙️ 도시•환경공학,,
1556,단행본,OKYA013060,다정한 물리학,해리 클리프 글 | 박병철 옮김,다산사이언스,2022,443.02 클298ㄷ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,22000,9791130693057,443,🟢 자연과학,🔭 천문학,🌌 우주,,
1557,단행본,OKYA013059,변론을 시작하겠습니다,정혜진,미래의창,2022,360.04 정94ㅂ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9788959896196,360,⚪ 사회과학,⚖️ 법,📦 교양•기타,,
1558,단행본,OKYA013058,언어를 디자인하라,유영만•박용후,쌤앤파커스,2022,802.5 유64ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,17000,9791165346010,802,⚫ 문학,✏️ 작법•수사학,,,
1559,단행본,OKYA013057,알고 있다는 착각,질리언 테트 글 | 문희경 옮김,어크로스,2022,331.5 테887ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,17800,9791167740571,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
1560,단행본,OKYA013056,숫자 감각의 힘,사이토 고타츠 글 | 양필성 옮김,클랩북스,2022,325.1 사68ㅅ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,9791197889141,325,⚪ 사회과학,💰 경제,🧑‍💼 경영,,
1561,단행본,OKYA013055,(새벽달)엄마표 영어 20년 보고서,남수진,롱테일북스,2022,740.7 남56ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,9791191343557,740,🔵 언어,🇬🇧 영어,📜 언어설명,,
1562,단행본,OKYA013054,불안이 나를 더 좋은 곳으로 데려다주리라,임이랑,수오서재,2022,818 임68ㅂ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9791190382724,818,⚫ 문학,🇰🇷 한국,💾 기록문학•기타,,
1563,단행본,OKYA013053,모두에게 잘 보일 필요는 없다,함광성,웨일북,2022,189.2 함15ㅁ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16000,9791192097268,189,🟢 철학,🧠 심리학,🛠️ 응용심리학,,
1564,단행본,OKYA013052,뜨거운 미래에 보내는 편지,대니얼 셰럴 글 | 허형은 옮김,창비,2022,539.9 셰294ㄸ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,20000,9788936486839,539,🟡 기술과학,🧱 토목•건축공학,🏙️ 도시•환경공학,,
1565,단행본,OKYA013051,당신의 공부는 틀리지 않았다,사오TV,다산북스,2022,373.4 사65ㄷ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,9791130693033,373,⚪ 사회과학,🎓 교육,📚 학습지도,,
1566,단행본,OKYA013050,그 편지에 마음을 볶았다,조금숙 | 선무영 글,한겨레출판,2022,816.6 조17ㄱ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15800,9791160409284,816,⚫ 문학,🇰🇷 한국,✉️ 일기•기행•편지,,
1567,단행본,OKYA013049,스피드,권석,앤드,2022,813.6 권54ㅅ c.5,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9791166835216,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1568,단행본,OKYA013048,스스로 공부 잘하는 법,권승호,지노,2022,373.4 권57ㅅ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15000,9791190282482,373,⚪ 사회과학,🎓 교육,📚 학습지도,,
1569,단행본,OKYA013047,소셜미디어는 인생의 낭비일까요?,김보미 글 | 2DA 그림,서해문집,2022,331.65 김45ㅅ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9791192085517,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
1570,단행본,OKYA013046,세계시민이 된 실험경제반 아이들,김나영 글 | 정진염 그림,리틀에이,2022,320 김192ㅅ c.2,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,,320,⚪ 사회과학,💰 경제,📦 교양•기타,,
1571,단행본,OKYA013045,미스터리 철학 클럽,로버트 그랜트 글 | 강나은 옮김,비룡소,2022,104 그293ㅁ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,9788949187396,104,🟢 철학,📝 강연•수필•연설문집,,,
1572,단행본,OKYA013044,나는 괜찮은 AI입니다,오승현,자음과모음,2022,004.73 오57ㄴ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14500,9788954448390,004,🟡 기술과학,💻 컴퓨터공학,🖥️ 컴퓨터과학•AI,,
1573,단행본,OKYA013043,공학은 언제나 여기 있어,박재용,우리학교,2022,530 박73ㄱ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15000,9791167550606,530,🟡 기술과학,🧱 토목•건축공학,📦 교양•기타,,
1574,단행본,OKYA013042,(10대를 위한)정치를 바꾼 결정적 질문,박미영,다른,2022,340 박38ㅈ c.2,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15000,9791156334774,340,⚪ 사회과학,🏛️ 정치,📦 교양•기타,,
1575,단행본,OKYA013041,101 한국사,김세은,푸른들녘,2022,911 김54ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16000,9791159257711,911,🟤 역사,🌏 아시아,🪭 한국,,
1576,단행본,OKYA013040,페퍼민트,백온유,창비,2022,813.6 백65ㅍ c.5,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,13000,9788936457129,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1577,단행본,OKYA013039,(청소년을 위한)미래 교과서,김용섭 외,김영사,2022,331.5412 김65ㅁ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,9788934935445,331,⚪ 사회과학,🌐 사회,🧑‍🤝‍🧑 사회학,,
1578,단행본,OKYA013038,지구인의 우주 살기,실뱅 채티 글 | 릴리 데 벨롱 그림 | 신용림 옮김,풀빛,2022,558.9 채888ㅈ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14500,9791161728469,558,🟡 기술과학,⚙️ 기계공학,🚀 항공우주,,
1579,단행본,OKYA013037,종말주의자 고희망,김지숙,자음과모음,2022,813.6 김78ㅈ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,13000,9788954448437,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1580,단행본,OKYA013036,이런 수학은 처음이야. 3,최영기,21세기북스,2022,410 최64ㅇ v.3,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15800,9788950912918,410,🟢 자연과학,🔢 수학,📦 교양•기타,,
1581,단행본,OKYA013035,얼토당토않고 불가해한 슬픔에 관한 1831일의 보고서,조우리 글 | Heather 그림,문학동네,2022,813.6 조66ㅇ c.5,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,12500,9788954699679,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1582,단행본,OKYA013034,어떤 은수를,히로시마 레이코 글 | 이소담 옮김,위즈덤하우스,2022,833.6 히295ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14500,9791168123205,833,⚫ 문학,🇯🇵 일본,📔 소설,,
1583,단행본,OKYA013033,쓰는 습관: 글쓰기가 어려운 너에게,이시카와 유키 글 | 이현욱 옮김,뜨인돌,2022,802 이58ㅆ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9788958079071,802,⚫ 문학,✏️ 작법•수사학,,,
1584,단행본,OKYA013032,작고 똑똑한 심리책,야나 니키틴•마리 헤네케 엮음 | 한윤진 옮김,웅진지식하우스,2022,180 니878ㅈ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15500,9788901262659,180,🟢 철학,🧠 심리학,📦 교양•기타,,
1585,단행본,OKYA013031,샤워를 아주아주 오래 하자,그랜트 스나이더 글·그림 | 홍한결 옮김,윌북,2022,848 스192ㅅ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14800,9791155812143,848,⚫ 문학,🇬🇧🇺🇸 영미,💾 기록문학•기타,,
1586,단행본,OKYA013030,사우디 집사,배영준,델피노,2022,813.6 배64ㅅ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15000,9791191459319,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1587,단행본,OKYA013029,한 컷 한국사,조한경 외,해냄에듀,2022,911 조92ㅎ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,20000,9788964462010,911,🟤 역사,🌏 아시아,🪭 한국,,
1588,단행본,OKYA013028,"필요했어, 이런 미술 수업",엄미정,다른,2022,607 엄38ㅍ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14500,9791156334712,607,🔴 예술,🗣️ 교육지도법,,,
1589,단행본,OKYA013027,친절한 한국사,심용환,사계절,2022,911 심65ㅊ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,9791160949377,911,🟤 역사,🌏 아시아,🪭 한국,,
1590,단행본,OKYA013026,챌린지 블루,이희영,창비교육,2022,813.6 이97ㅊ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9791165701611,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1591,단행본,OKYA013025,지켜야 하는 아이,줄리 리 글 | 김호랑 그림 | 배경린 옮김,아울북,2022,843 리76ㅈ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15800,9788950903442,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1592,단행본,OKYA013024,지속가능한 세상을 위한 통계 이야기,박재용,이상북스,2022,413 박73ㅈ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15000,9788993690903,413,🟢 자연과학,🔢 수학,🧮 확률•통계,,
1593,단행본,OKYA013023,우리가 폭력이라 부르는 것들,전국도덕교사모임,해냄에듀,2022,334.23 전16ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,18000,9788964460009,334,⚪ 사회과학,🌐 사회,📣 사회문제,,
1594,단행본,OKYA013022,"기본소득, 공상 혹은 환상",김공회,오월의봄,2022,338.181 김15ㄱ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16000,9791168730274,338,⚪ 사회과학,🌐 사회,❤️ 사회복지,,
1595,단행본,OKYA013021,공감에도 연습이 필요합니다,권수영,샘터사,2022,181.7 권56ㄱ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,12000,9788946475069,181,🟢 철학,🧠 심리학,💓 감정•생각,,
1596,단행본,OKYA013020,오늘부터 나도 글잘러,안영주,북트리거,2022,802 안64ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9791189799731,802,⚫ 문학,✏️ 작법•수사학,,,
1597,단행본,OKYA013019,(어른을 위한)청소년의 세계,김선희,김영사,2022,372.61 김54ㅊ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14800,9788934961925,372,⚪ 사회과학,🎓 교육,🏢 교육행정,,
1598,단행본,OKYA013018,수학으로 생각하기,스즈키 간타로 글 | 최지영 옮김,포레스트북스,2022,410 스77ㅅ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,17000,9791191347920,410,🟢 자연과학,🔢 수학,📦 교양•기타,,
1599,단행본,OKYA013017,버퍼링: 나를 혼란스럽게 하는 것들,송방순,단비청소년,2022,813.6 송42ㅂ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,12000,9788963012797,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1600,단행본,OKYA013016,민트문,탁경은,사계절,2022,813.6 탁14ㅁ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,11000,9791160949346,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1601,단행본,OKYA013015,멸종을 선택하지 마세요,김정민,우리학교,2022,539.9 김74ㅁ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14800,9791167550569,539,🟡 기술과학,🧱 토목•건축공학,🏙️ 도시•환경공학,,
1602,단행본,OKYA013014,데이지,마이라 제프 글 | 송섬별 옮김,양철북,2022,843 제897ㄷ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,13000,9788963724065,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1603,단행본,OKYA013013,너와 나의 빨강,릴리 윌리엄스•카렌 슈니먼 글 | 김지은 옮김,비룡소,2022,843 윌298ㄴ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,17000,9788949135199,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1604,단행본,OKYA013012,괜찮아 해피엔딩이야,이옥수,뜨인돌,2022,813.6 이65ㄱ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,12500,9788958079897,813,⚫ 문학,🇰🇷 한국,📔 소설,,
1605,단행본,OKYA013011,(과학은 어렵지만)양자역학은 알고 싶어,요비노리 다쿠미 글 | 이지호 옮김,한스미디어,2022,420.13 요48ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,14000,9791160078145,420,🟢 자연과학,🎯 물리학,📦 교양•기타,,
1606,단행본,OKYA013010,히틀러에 저항한 사람들,쓰시마 다쓰오 글 | 이문수 옮김,바오,2022,925.073 쓰58ㅎ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16000,9788991428362,925,🟤 역사,🌍 유럽,🏔️ 독일•중앙유럽,,
1607,단행본,OKYA013009,왼손의 투쟁,정한아,안온북스,2022,814.6 정92ㅇ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,13000,9791197873003,814,⚫ 문학,🇰🇷 한국,📝 수필,,
1608,단행본,OKYA013008,삶이 허기질 때 나는 교양을 읽는다,지식 브런치,서스테인,2022,001.3 지58ㅅ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16800,9791197825903,001,🔵 총류,🧭 인문학 일반,,,
1609,단행본,OKYA013007,비둘기의 날개,헨리 제임스 글 | 남유정 | 조기준 옮김,아토북,2021,843 제68ㅂ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15000,,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1610,단행본,OKYA013006,밸런타인,엘리자베스 웨트모어 글 | 허진 옮김,시공사,2022,843 웨887ㅂ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,16000,9791169258937,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1611,단행본,OKYA013005,멕시칸 고딕,실비아 모레노-가르시아 글 | 공보경 옮김,황금가지,2022,843 모294ㅁ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,15000,9791170521600,843,⚫ 문학,🇬🇧🇺🇸 영미,📔 소설,,
1612,단행본,OKYA013004,"눈, 물",안녕달,창비,2022,813.6 안194ㄴ,2022-11-09,2022-11-09,대출가능,도서관,,￦,구입,22000,9788936455880,813,⚫ 문학,🇰🇷 한국,📔 소설,,
